customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-6413,Male,0,No,No,59,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,31.76,1884.87,Yes
CUST-6414,Female,0,No,Yes,60,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),47.34,2868.06,Yes
CUST-6415,Female,0,Yes,Yes,30,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),84.82,2529.88,No
CUST-6416,Male,0,No,No,9,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,79.87,681.97,Yes
CUST-6417,Female,0,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Mailed check,71.62,2406.38,No
CUST-6418,Female,0,Yes,No,48,Yes,No,No,No,No,Yes,No internet service,No,No,One year,Yes,Mailed check,86.89,4209.25,Yes
CUST-6419,Male,0,Yes,Yes,69,Yes,Yes,No,No internet service,No,No internet service,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),82.31,5683.33,Yes
CUST-6420,Male,0,Yes,No,48,Yes,Yes,DSL,No,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,106.82,5118.55,Yes
CUST-6421,Male,1,Yes,No,2,Yes,No,DSL,No internet service,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),77.14,212.88,Yes
CUST-6422,Male,0,Yes,No,4,Yes,No,No,No,No,No,No,No,No,One year,Yes,Electronic check,96.5,321.57,No
CUST-6423,Male,0,No,No,60,Yes,Yes,No,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),43.25,2597.81,Yes
CUST-6424,Male,0,Yes,No,25,No,Yes,DSL,No,No,No,No,No,No internet service,Month-to-month,No,Electronic check,86.41,2112.05,Yes
CUST-6425,Male,0,Yes,No,71,No,No,Fiber optic,Yes,No,No,No internet service,Yes,No,Two year,No,Electronic check,108.92,7766.12,Yes
CUST-6426,Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),57.02,116.77,No
CUST-6427,Female,0,No,Yes,14,Yes,No,Fiber optic,No,No internet service,No,No,Yes,Yes,One year,Yes,Electronic check,96.55,1391.9,Yes
CUST-6428,Female,0,No,Yes,15,Yes,Yes,DSL,No,No internet service,No,No,No internet service,Yes,One year,No,Electronic check,91.09,1404.48,No
CUST-6429,Male,1,Yes,No,0,Yes,No,No,No,No,No internet service,No,No,No,Month-to-month,Yes,Electronic check,24.23, ,No
CUST-6430,Male,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Electronic check,76.69,1153.67,Yes
CUST-6431,Female,0,Yes,No,36,Yes,No,DSL,No internet service,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,31.33,1082.8,Yes
CUST-6432,Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,115.47,252.32,No
CUST-6433,Female,0,No,No,51,Yes,Yes,Fiber optic,No,No,No,No,No internet service,Yes,One year,Yes,Credit card (automatic),99.8,5130.81,Yes
CUST-6434,Female,0,Yes,Yes,46,Yes,Yes,No,Yes,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.28,1296.63,No
CUST-6435,Male,0,Yes,No,12,Yes,Yes,DSL,No,No,No,No internet service,No internet service,No internet service,One year,No,Mailed check,30.49,301.04,No
CUST-6436,Female,0,Yes,Yes,54,Yes,No,No,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),77.99,4266.28,No
CUST-6437,Female,0,Yes,Yes,20,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),52.91,1155.26,No
CUST-6438,Male,1,No,No,65,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),21.76,1439.12,No
CUST-6439,Female,0,No,No,53,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,No,Two year,No,Credit card (automatic),72.68,3880.46,No
CUST-6440,Female,1,No,Yes,26,No,No,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,No,Credit card (automatic),57.23,1471.38,No
CUST-6441,Female,0,Yes,Yes,37,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),28.41,1060.17,No
CUST-6442,Female,0,No,Yes,57,Yes,No,No,No,No,No internet service,No,No,No,Two year,Yes,Bank transfer (automatic),98.84,5651.42,No
CUST-6443,Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,110.22,6714.29,Yes
CUST-6444,Male,0,No,No,45,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,94.29,4310.54,Yes
CUST-6445,Male,0,No,No,10,Yes,No,DSL,Yes,No internet service,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),100.9,1017.84,No
CUST-6446,Female,1,Yes,No,71,No,Yes,DSL,No,No,No internet service,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),40.01,2855.99,Yes
CUST-6447,Female,0,No,No,7,Yes,No,DSL,No internet service,Yes,No internet service,Yes,Yes,No,One year,No,Bank transfer (automatic),44.74,305.08,No
CUST-6448,Male,0,No,No,70,No,No,No,No,No,No,No,No,No,One year,No,Electronic check,39.21,2741.68,Yes
CUST-6449,Male,0,Yes,No,63,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Mailed check,95.14,6054.76,Yes
CUST-6450,Male,0,No,Yes,20,Yes,Yes,No,No,No internet service,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,113.52,2277.7,Yes
CUST-6451,Female,0,Yes,No,71,Yes,No,DSL,Yes,Yes,No,No,No internet service,No,Two year,No,Mailed check,90.29,6419.05,No
CUST-6452,Male,0,No,No,62,Yes,No,Fiber optic,Yes,No,No internet service,No,Yes,No,Month-to-month,No,Mailed check,106.84,6633.19,Yes
CUST-6453,Male,0,No,No,63,Yes,No,DSL,Yes,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),82.44,5175.49,Yes
CUST-6454,Male,0,Yes,No,19,Yes,Yes,No,No internet service,No,No,Yes,No,No,One year,Yes,Mailed check,57.21,1016.59,No
CUST-6455,Female,0,No,Yes,7,No,No,Fiber optic,Yes,No,No internet service,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),61.04,505.91,No
CUST-6456,Female,0,Yes,No,57,Yes,No,DSL,No,Yes,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),25.82,1525.15,Yes
CUST-6457,Male,0,No,No,45,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,21.41,1025.9,Yes
CUST-6458,Female,0,Yes,No,30,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.15,2590.87,Yes
CUST-6459,Male,0,Yes,Yes,8,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),62.31,570.73,No
CUST-6460,Male,1,No,No,14,Yes,No,Fiber optic,No internet service,No,No,No,No,No,Two year,Yes,Credit card (automatic),73.75,1130.84,No
CUST-6461,Female,0,No,No,25,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,74.29,1909.49,No
CUST-6462,Female,0,Yes,No,9,Yes,No,No,No,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,46.13,497.56,No
CUST-6463,Male,0,No,Yes,28,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,66.08,1890.13,Yes
CUST-6464,Female,0,Yes,Yes,35,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,Yes,Two year,Yes,Electronic check,65.56,2252.27,Yes
CUST-6465,Female,0,No,No,36,Yes,Yes,No,No,No internet service,Yes,No,No,Yes,Month-to-month,No,Mailed check,57.29,2087.82,No
CUST-6466,Female,0,No,Yes,70,Yes,No,Fiber optic,No internet service,No,No,Yes,Yes,No,Two year,Yes,Mailed check,100.73,7000.08,Yes
CUST-6467,Female,0,No,No,22,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,No,No,One year,No,Electronic check,63.59,1369.11,No
CUST-6468,Male,0,Yes,No,40,Yes,No,No,No,No,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),78.92,3172.61,Yes
CUST-6469,Male,0,No,No,27,Yes,No,DSL,No,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Mailed check,108.25,2931.85,Yes
CUST-6470,Male,0,Yes,No,47,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,105.31,4972.72,Yes
CUST-6471,Male,0,Yes,No,37,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,107.74,3896.78,No
CUST-6472,Male,0,No,No,30,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,45.39,1353.99,No
CUST-6473,Female,0,Yes,Yes,13,Yes,Yes,DSL,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,21.77,310.46,No
CUST-6474,Female,1,No,Yes,72,Yes,Yes,DSL,Yes,No,No,No,No internet service,No,One year,Yes,Bank transfer (automatic),44.49,3240.7,Yes
CUST-6475,Male,0,No,No,28,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),46.26,1335.97,Yes
CUST-6476,Male,0,Yes,No,50,Yes,No phone service,DSL,No internet service,Yes,No,No,No,No internet service,Two year,Yes,Mailed check,109.64,5494.56,Yes
CUST-6477,Male,0,Yes,No,48,Yes,No,DSL,No internet service,No internet service,No,No internet service,No,No,Two year,Yes,Bank transfer (automatic),83.5,3989.04,Yes
CUST-6478,Male,0,Yes,Yes,42,Yes,No phone service,Fiber optic,No internet service,No,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),26.46,1136.39,Yes
CUST-6479,Female,0,No,No,71,Yes,Yes,DSL,No,No internet service,No,Yes,No,No internet service,Two year,Yes,Electronic check,31.86,2247.07,No
CUST-6480,Female,0,Yes,Yes,4,Yes,No,DSL,No,No,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),33.9,180.65,No
CUST-6481,Female,0,Yes,No,41,Yes,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),81.61,3367.38,Yes
CUST-6482,Female,0,No,Yes,6,Yes,Yes,DSL,No,No,Yes,No internet service,No,No,Month-to-month,No,Mailed check,92.16,549.87,No
CUST-6483,Female,0,No,Yes,41,Yes,No,DSL,No,No internet service,No,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),104.64,4251.79,No
CUST-6484,Female,0,Yes,No,35,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,No,No,One year,Yes,Bank transfer (automatic),112.78,4003.27,No
CUST-6485,Female,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),38.52,1029.47,Yes
CUST-6486,Male,0,Yes,No,57,No,No,Fiber optic,Yes,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,49.38,2919.81,Yes
CUST-6487,Male,0,Yes,No,45,Yes,No phone service,No,Yes,No,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),42.4,1934.31,No
CUST-6488,Male,0,No,Yes,65,Yes,Yes,Fiber optic,Yes,No,No,No,No internet service,No,Two year,Yes,Bank transfer (automatic),54.31,3560.65,No
CUST-6489,Female,0,Yes,Yes,24,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.17,2570.82,Yes
CUST-6490,Female,1,No,No,72,Yes,No phone service,DSL,No,Yes,No,No,No,No internet service,One year,Yes,Electronic check,76.05,5491.12,Yes
CUST-6491,Male,0,No,No,26,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,Yes,One year,No,Electronic check,92.44,2387.61,Yes
CUST-6492,Male,0,Yes,No,0,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,67.51, ,No
CUST-6493,Female,0,Yes,Yes,41,Yes,Yes,Fiber optic,No,No internet service,No,No,No,Yes,Month-to-month,No,Mailed check,21.15,883.88,Yes
CUST-6494,Female,1,Yes,No,51,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,No,No,Month-to-month,No,Electronic check,24.7,1308.96,No
CUST-6495,Female,0,No,No,24,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No,No,One year,Yes,Mailed check,72.31,1842.07,Yes
CUST-6496,Female,0,No,No,53,Yes,Yes,No,Yes,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Electronic check,90.49,4756.05,Yes
CUST-6497,Female,0,Yes,No,66,No,No,No,Yes,No,No internet service,Yes,No,No,Month-to-month,No,Mailed check,39.89,2680.08,Yes
CUST-6498,Female,1,No,No,5,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Mailed check,90.8,488.18,No
CUST-6499,Male,0,No,Yes,57,No,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,99.72,5783.0,Yes
CUST-6500,Female,0,No,No,69,Yes,Yes,No,No internet service,No,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,59.65,4151.12,Yes
CUST-6501,Male,0,No,No,52,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Mailed check,93.27,4880.11,No
CUST-6502,Male,0,Yes,No,65,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No,Yes,Two year,No,Credit card (automatic),58.86,3868.47,Yes
CUST-6503,Male,0,No,Yes,57,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,No,Month-to-month,No,Electronic check,86.42,4972.0,Yes
CUST-6504,Female,0,No,No,1,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,No,No,Month-to-month,Yes,Mailed check,95.03,167.75,No
CUST-6505,Female,0,Yes,No,21,Yes,Yes,No,No internet service,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),117.94,2435.77,Yes
CUST-6506,Male,0,No,No,36,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),52.96,1886.94,No
CUST-6507,Female,0,Yes,No,19,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),59.56,1218.4,No
CUST-6508,Female,0,No,No,23,Yes,Yes,Fiber optic,No internet service,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,34.89,704.53,No
CUST-6509,Male,1,Yes,No,64,Yes,No,No,Yes,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,38.76,2476.4,Yes
CUST-6510,Male,0,No,No,64,No,Yes,Fiber optic,No internet service,Yes,No,No internet service,No,Yes,Month-to-month,No,Electronic check,87.94,5635.64,Yes
CUST-6511,Male,0,No,No,0,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),110.41, ,Yes
CUST-6512,Female,0,Yes,No,2,No,No,No,No,No,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),57.91,194.87,No
CUST-6513,Female,0,No,No,45,Yes,Yes,Fiber optic,No,No,No,No internet service,No,No internet service,One year,Yes,Credit card (automatic),36.32,1658.2,Yes
CUST-6514,Female,0,Yes,No,54,Yes,No,Fiber optic,No,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),46.9,2513.23,Yes
CUST-6515,Male,0,No,No,63,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No internet service,One year,Yes,Credit card (automatic),63.98,3999.02,Yes
CUST-6516,Female,1,Yes,No,44,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,No,No internet service,One year,Yes,Mailed check,47.46,2102.33,Yes
CUST-6517,Female,0,No,No,25,Yes,Yes,DSL,No,No,No internet service,Yes,No,No,Month-to-month,No,Electronic check,41.72,1101.3,Yes
CUST-6518,Female,1,Yes,No,64,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),92.22,5909.0,Yes
CUST-6519,Male,0,Yes,No,23,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No,Yes,One year,Yes,Electronic check,19.04,431.2,No
CUST-6520,Male,0,Yes,Yes,34,No,No,Fiber optic,No,No internet service,No,No internet service,No,No,Month-to-month,No,Credit card (automatic),72.44,2428.2,No
CUST-6521,Female,1,No,No,23,Yes,No,Fiber optic,No,No,Yes,No internet service,No,No,Month-to-month,No,Electronic check,98.02,2273.16,No
CUST-6522,Male,0,Yes,No,27,No,No,Fiber optic,Yes,No,No internet service,No,Yes,Yes,One year,Yes,Electronic check,45.01,1231.2,Yes
CUST-6523,Male,0,No,Yes,15,Yes,Yes,No,No,Yes,No internet service,No,No,No internet service,Two year,No,Bank transfer (automatic),78.88,1146.99,No
CUST-6524,Female,0,Yes,No,58,Yes,Yes,DSL,No,No,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,85.47,5008.58,Yes
CUST-6525,Female,1,Yes,Yes,53,Yes,No,DSL,No,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,84.08,4541.54,Yes
CUST-6526,Male,0,No,Yes,15,Yes,No phone service,Fiber optic,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),63.06,948.35,No
CUST-6527,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),53.08,758.23,Yes
CUST-6528,Female,0,Yes,No,10,Yes,Yes,Fiber optic,No internet service,No,No,No,No,No,One year,Yes,Mailed check,102.26,967.35,No
CUST-6529,Female,0,No,No,64,Yes,No phone service,DSL,No,No,No internet service,No internet service,No,No,Month-to-month,No,Electronic check,94.47,6082.94,Yes
CUST-6530,Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,Yes,Mailed check,50.54,3409.39,Yes
CUST-6531,Female,0,No,No,42,No,No,Fiber optic,No,Yes,Yes,No,No,No internet service,Month-to-month,No,Electronic check,28.6,1184.89,Yes
CUST-6532,Female,1,No,Yes,68,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),25.47,1694.79,Yes
CUST-6533,Female,0,No,Yes,12,No,Yes,Fiber optic,No,No internet service,No,No,No,No internet service,Month-to-month,Yes,Mailed check,27.72,425.02,Yes
CUST-6534,Male,0,Yes,No,9,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No,No,Month-to-month,No,Electronic check,76.83,710.61,No
CUST-6535,Female,1,Yes,Yes,40,Yes,No,Fiber optic,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.44,891.72,Yes
CUST-6536,Female,0,Yes,No,49,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),52.11,2596.17,No
CUST-6537,Male,1,No,No,70,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Electronic check,93.95,6587.98,Yes
CUST-6538,Female,0,No,No,58,Yes,Yes,No,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,47.83,2777.08,Yes
CUST-6539,Female,0,Yes,Yes,38,Yes,No,No,No,No,No,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),94.96,3657.41,Yes
CUST-6540,Female,0,No,No,2,Yes,No,Fiber optic,No internet service,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),93.17,55.7,Yes
CUST-6541,Male,0,No,No,6,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),42.96,167.41,No
CUST-6542,Female,0,Yes,No,48,Yes,Yes,DSL,Yes,No,No,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),91.5,4460.96,No
CUST-6543,Female,1,Yes,Yes,25,No,No,Fiber optic,No,No,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,93.4,2328.55,Yes
CUST-6544,Male,0,Yes,Yes,32,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No internet service,No internet service,One year,Yes,Mailed check,58.19,1840.74,Yes
CUST-6545,Male,0,No,Yes,47,Yes,No,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,No,Mailed check,39.4,1784.91,Yes
CUST-6546,Female,0,No,No,1,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),70.64,80.33,Yes
CUST-6547,Female,0,No,Yes,70,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,110.85,7775.36,Yes
CUST-6548,Female,0,Yes,No,31,Yes,Yes,No,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,82.53,2630.47,Yes
CUST-6549,Female,0,No,No,3,Yes,No,Fiber optic,Yes,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),35.63,125.51,Yes
CUST-6550,Male,0,No,No,19,Yes,Yes,DSL,No,No,No,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),86.87,1635.39,Yes
CUST-6551,Female,0,Yes,Yes,35,Yes,No,Fiber optic,No,No,No,No internet service,No,Yes,Month-to-month,No,Mailed check,61.18,2161.58,Yes
CUST-6552,Male,0,No,No,31,Yes,Yes,Fiber optic,No,No internet service,No,No,No internet service,No,Month-to-month,Yes,Mailed check,77.7,2464.17,Yes
CUST-6553,Female,0,No,No,27,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,92.02,2529.1,Yes
CUST-6554,Male,0,Yes,Yes,0,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),70.0, ,Yes
CUST-6555,Female,1,No,No,59,Yes,No,Fiber optic,No internet service,No,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),100.06,5917.27,Yes
CUST-6556,Male,0,No,No,55,Yes,No,Fiber optic,No,No,No,No,No,No internet service,One year,Yes,Mailed check,90.83,4966.58,Yes
CUST-6557,Male,0,Yes,No,34,Yes,No phone service,Fiber optic,No,No,Yes,No,No internet service,No internet service,One year,Yes,Electronic check,80.06,2670.4,Yes
CUST-6558,Female,0,No,No,29,Yes,No,Fiber optic,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),33.4,909.05,Yes
CUST-6559,Female,1,No,Yes,53,Yes,No phone service,DSL,No internet service,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,102.26,5439.48,Yes
CUST-6560,Female,0,No,No,35,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No,No,Month-to-month,No,Electronic check,112.31,3955.76,Yes
CUST-6561,Male,0,No,No,54,Yes,No,DSL,No,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Electronic check,32.01,1783.26,Yes
CUST-6562,Female,0,No,No,57,Yes,Yes,DSL,No internet service,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,67.32,3865.33,Yes
CUST-6563,Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,44.27,2885.82,No
CUST-6564,Male,0,Yes,No,68,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),94.08,6390.91,Yes
CUST-6565,Male,0,No,Yes,50,Yes,No phone service,DSL,No internet service,No,No,No,Yes,No internet service,Two year,Yes,Electronic check,90.77,4577.04,No
CUST-6566,Female,0,Yes,Yes,21,Yes,Yes,Fiber optic,No,No,No,Yes,No internet service,No internet service,One year,Yes,Mailed check,32.41,630.54,No
CUST-6567,Male,0,Yes,Yes,52,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No internet service,Two year,Yes,Credit card (automatic),106.39,5529.27,Yes
CUST-6568,Male,0,Yes,No,35,Yes,No,DSL,No internet service,No,No internet service,No internet service,Yes,No,One year,No,Mailed check,36.44,1183.83,No
CUST-6569,Male,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Electronic check,98.37,6592.37,Yes
CUST-6570,Male,0,No,No,35,Yes,Yes,DSL,No internet service,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,64.18,2307.54,No
CUST-6571,Male,1,No,Yes,51,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,51.24,2616.75,No
CUST-6572,Male,0,Yes,No,52,Yes,Yes,Fiber optic,No,No,No,No internet service,No,No,One year,Yes,Electronic check,34.15,1811.89,Yes
CUST-6573,Female,0,Yes,Yes,49,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,35.1,1733.56,Yes
CUST-6574,Female,0,No,Yes,40,Yes,Yes,No,No,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),84.77,3362.28,Yes
CUST-6575,Female,0,Yes,Yes,17,Yes,No,DSL,No,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),73.57,1241.36,Yes
CUST-6576,Female,0,No,No,21,Yes,No,No,No internet service,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,30.52,699.9,No
CUST-6577,Female,0,No,No,65,Yes,No phone service,No,No,No internet service,No internet service,No internet service,No,No internet service,One year,Yes,Electronic check,29.58,1958.53,No
CUST-6578,Female,0,No,No,20,Yes,No phone service,No,No,No,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.52,479.52,Yes
CUST-6579,Female,0,Yes,Yes,43,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No internet service,One year,Yes,Electronic check,93.0,3929.63,No
CUST-6580,Female,0,Yes,Yes,46,Yes,No,No,No,No,No,Yes,No internet service,Yes,Two year,No,Electronic check,89.79,4140.68,No
CUST-6581,Male,0,No,No,38,Yes,No,No,No internet service,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),24.12,887.47,No
CUST-6582,Female,0,No,Yes,28,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.56,2078.81,No
CUST-6583,Female,0,No,No,53,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),26.76,1345.56,Yes
CUST-6584,Male,0,No,Yes,16,Yes,No,DSL,No,No,No,No internet service,Yes,Yes,Month-to-month,No,Mailed check,109.08,1797.32,Yes
CUST-6585,Male,0,No,No,59,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No,No,Month-to-month,No,Electronic check,109.42,6450.93,Yes
CUST-6586,Female,1,Yes,No,30,Yes,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),88.42,2655.33,Yes
CUST-6587,Male,0,No,Yes,72,Yes,Yes,DSL,No internet service,No,No,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),111.33,7974.11,No
CUST-6588,Female,0,Yes,Yes,48,Yes,Yes,No,No internet service,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),99.8,4776.53,Yes
